stage,file,line,helper,args,context
00,14012eba0_stage_00_gameplay_update_candidate.c,587,stage_spawn_dispatch_candidate,"5,99999999,0x168,0",if ((DAT_140e45d34 == 0) && (DAT_140e418c8 == 0xa1)) { | else if (DAT_140e418c8 == 0xdc) {
00,14012eba0_stage_00_gameplay_update_candidate.c,57,stage_intro_skip_prompt_candidate,2,else if (DAT_140e418c8 == 0x78) { | case 1:
00,14012eba0_stage_00_gameplay_update_candidate.c,61,stage_intro_skip_prompt_candidate,3,case 1: | case 2:
00,14012eba0_stage_00_gameplay_update_candidate.c,65,stage_intro_skip_prompt_candidate,4,case 2: | case 3:
00,14012eba0_stage_00_gameplay_update_candidate.c,69,stage_intro_skip_prompt_candidate,5,case 3: | case 4:
00,14012eba0_stage_00_gameplay_update_candidate.c,174,stage_intro_skip_prompt_candidate,7,case 6:
00,14012eba0_stage_00_gameplay_update_candidate.c,178,stage_intro_skip_prompt_candidate,8,case 6: | case 7:
00,14012eba0_stage_00_gameplay_update_candidate.c,182,stage_intro_skip_prompt_candidate,9,case 7: | case 8:
00,14012eba0_stage_00_gameplay_update_candidate.c,212,stage_intro_skip_prompt_candidate,0xb,if (10 < (int)DAT_140e9fd0c) { | case 10:
00,14012eba0_stage_00_gameplay_update_candidate.c,216,stage_intro_skip_prompt_candidate,0xc,case 10: | case 0xb:
00,14012eba0_stage_00_gameplay_update_candidate.c,220,stage_intro_skip_prompt_candidate,0xd,case 0xb: | case 0xc:
00,14012eba0_stage_00_gameplay_update_candidate.c,224,stage_intro_skip_prompt_candidate,0xe,case 0xc: | case 0xd:
00,14012eba0_stage_00_gameplay_update_candidate.c,298,stage_intro_skip_prompt_candidate,0x10,case 0xf:
00,14012eba0_stage_00_gameplay_update_candidate.c,302,stage_intro_skip_prompt_candidate,0x11,case 0xf: | case 0x10:
00,14012eba0_stage_00_gameplay_update_candidate.c,306,stage_intro_skip_prompt_candidate,0x12,case 0x10: | case 0x11:
00,14012eba0_stage_00_gameplay_update_candidate.c,310,stage_intro_skip_prompt_candidate,0x13,case 0x11: | case 0x12:
00,14012eba0_stage_00_gameplay_update_candidate.c,404,stage_intro_skip_prompt_candidate,0x13,case 0x14:
00,14012eba0_stage_00_gameplay_update_candidate.c,408,stage_intro_skip_prompt_candidate,0x16,case 0x14: | case 0x15:
00,14012eba0_stage_00_gameplay_update_candidate.c,412,stage_intro_skip_prompt_candidate,0x17,case 0x15: | case 0x16:
00,14012eba0_stage_00_gameplay_update_candidate.c,458,stage_intro_skip_prompt_candidate,0x19,if (bVar12) { | if (DAT_140e46c88 != (undefined4 *)0x0) {
00,14012eba0_stage_00_gameplay_update_candidate.c,462,stage_intro_skip_prompt_candidate,0x1a,case 0x19:
00,14012eba0_stage_00_gameplay_update_candidate.c,466,stage_intro_skip_prompt_candidate,0x1b,case 0x19: | case 0x1a:
00,14012eba0_stage_00_gameplay_update_candidate.c,542,stage_intro_skip_prompt_candidate,0x1d,case 0x1c:
00,14012eba0_stage_00_gameplay_update_candidate.c,562,stage_intro_skip_prompt_candidate,0x1f,case 0x1e:
00,14012eba0_stage_00_gameplay_update_candidate.c,566,stage_intro_skip_prompt_candidate,0x20,case 0x1e: | case 0x1f:
00,14012eba0_stage_00_gameplay_update_candidate.c,570,stage_intro_skip_prompt_candidate,0x21,case 0x1f: | case 0x20:
00,14012eba0_stage_00_gameplay_update_candidate.c,648,stage_intro_skip_prompt_candidate,0x21,case 0x22:
00,14012eba0_stage_00_gameplay_update_candidate.c,657,stage_intro_skip_prompt_candidate,0x24,if (DAT_140e418c8 == 0xa0) { | case 0x23:
00,14012eba0_stage_00_gameplay_update_candidate.c,661,stage_intro_skip_prompt_candidate,0x25,case 0x23: | case 0x24:
00,14012eba0_stage_00_gameplay_update_candidate.c,707,stage_intro_skip_prompt_candidate,0x27,if (bVar12) { | if (DAT_140e46c88 != (undefined4 *)0x0) {
00,14012eba0_stage_00_gameplay_update_candidate.c,711,stage_intro_skip_prompt_candidate,0x28,case 0x27:
00,14012eba0_stage_00_gameplay_update_candidate.c,715,stage_intro_skip_prompt_candidate,0x29,case 0x27: | case 0x28:
00,14012eba0_stage_00_gameplay_update_candidate.c,719,stage_intro_skip_prompt_candidate,0x2a,case 0x28: | case 0x29:
00,14012eba0_stage_00_gameplay_update_candidate.c,723,stage_intro_skip_prompt_candidate,0x2b,case 0x29: | case 0x2a:
00,14012eba0_stage_00_gameplay_update_candidate.c,727,stage_intro_skip_prompt_candidate,0x2c,case 0x2a: | case 0x2b:
00,14012eba0_stage_00_gameplay_update_candidate.c,731,stage_intro_skip_prompt_candidate,0x2d,case 0x2b: | case 0x2c:
00,14012eba0_stage_00_gameplay_update_candidate.c,777,stage_intro_skip_prompt_candidate,0x2f,if (bVar12) { | if (DAT_140e46c88 != (undefined4 *)0x0) {
00,14012eba0_stage_00_gameplay_update_candidate.c,415,stage_continue_prompt_candidate,"0x18,0",case 0x16: | case 0x17:
00,14012eba0_stage_00_gameplay_update_candidate.c,664,stage_continue_prompt_candidate,"0x26,1",case 0x24: | case 0x25:
00,14012eba0_stage_00_gameplay_update_candidate.c,734,stage_continue_prompt_candidate,"0x2e,2",case 0x2c: | case 0x2d:
00,14012eba0_stage_00_gameplay_update_candidate.c,76,stage_hud_or_option_panel_candidate,0,case 5: | if (DAT_140e445f0 != 0.0) {
00,14012eba0_stage_00_gameplay_update_candidate.c,186,stage_hud_or_option_panel_candidate,1,case 8: | case 9:
00,14012eba0_stage_00_gameplay_update_candidate.c,228,stage_hud_or_option_panel_candidate,2,case 0xd: | case 0xe:
00,14012eba0_stage_00_gameplay_update_candidate.c,314,stage_hud_or_option_panel_candidate,4,case 0x12: | case 0x13:
00,14012eba0_stage_00_gameplay_update_candidate.c,470,stage_hud_or_option_panel_candidate,4,case 0x1a: | case 0x1b:
00,14012eba0_stage_00_gameplay_update_candidate.c,546,stage_hud_or_option_panel_candidate,5,case 0x1c: | case 0x1d:
00,14012eba0_stage_00_gameplay_update_candidate.c,574,stage_hud_or_option_panel_candidate,3,case 0x20: | case 0x21:
